email,password,academic_field_id,GPA,work,short_break,long_break
evancassellw@de.vu,uHTaaakcj63,5,73.1,50,7,16
rvequelx@wp.com,TdRKuWYZ3,7,86.9,33,1,17
acaizleyly@go.com,HfshmILW5,12,93.8,22,4,27
cstuttmanlz@unblog.fr,fPCYTne,9,92.6,33,1,13
lbaptiem0@state.tx.us,BueOgxOawM9,9,89.6,30,3,23
gbrosinim1@ifeng.com,WAg4N3i,7,89.2,32,6,14
cgourliem2@rakuten.co.jp,DF41kQ,5,81.9,25,5,16
adibartolommeom3@360.cn,fYBSoZ2i,1,85.8,20,1,17
eblowfeldem4@ycombinator.com,m7xBgTrP,6,81.8,48,4,19
adrissellm5@cdbaby.com,czYq3yx,10,85.7,42,4,14
edaintierm6@opera.com,Ef5nJC,12,98.4,47,4,24
ebenechm7@istockphoto.com,mjafdLx,1,91,40,1,28
vwoodallm8@ca.gov,ES9yluS,4,88,35,1,16
fgreenstockm9@mozilla.com,T2FRC2o,7,80.9,30,6,27
aeddenma@slashdot.org,tt7i55X46,7,76.4,29,5,13
dlashmoremb@omniture.com,NuvRbNgz8DmU,4,74.4,23,5,28
acoleyshawmc@php.net,DGtlt7EjCm,1,92.8,46,6,10
lstaleymd@weebly.com,Te83fH,7,72.6,23,2,21
nibanme@live.com,sCwJZQ6QZ84w,10,89.6,48,3,26
mmcgonnellmf@github.com,Mh5qoc,10,94.2,33,2,26
hdavidescumg@studiopress.com,hyuTHVIcS,7,83.2,46,7,18
oseamermh@wisc.edu,9Licz1,9,90.2,50,6,16
wflookmi@businesswire.com,jMhbEoeoTez,11,97,29,6,13
jjohananoffmj@google.com.br,dzr910,9,97.7,49,4,24
cvogelemk@cdc.gov,EQcGL6b3h,10,85.9,40,7,17
oleavesleyml@google.it,PHa9kT2pJ1l,1,99.9,30,7,14
rbestallmm@discovery.com,puBjrv8rCt,12,85.7,37,5,15
chavvockmn@jiathis.com,SqOrbiS,4,67.3,24,3,16
mfumagallmo@marriott.com,bKQZvDjVs,11,80,49,3,18
fisseleemp@google.com.au,trQSZ3GAhkbq,9,82.4,46,4,25
dforseymq@dmoz.org,bznCj11yYF,1,74.1,43,3,25
jribeymr@economist.com,jPciQe,8,95.7,43,6,13
sfeenyms@pagesperso-orange.fr,GG5OQRpHFpL,10,99.5,26,5,13
kmuccimt@youku.com,2DNgTc3Xyl,7,76.1,36,4,19
hdesantosmu@hubpages.com,01JIsdRfau5i,4,92.8,37,7,19
dokennymv@ycombinator.com,ymNKeT,8,99.4,33,3,27
ccrantonmw@digg.com,i7Mff7CA,5,76.4,44,1,17
tlarhammx@altervista.org,Q8PHlb9jI,6,83.7,46,5,17
cmcloneymy@msn.com,t5TmpaoHSa5,7,71.5,26,7,21
mkingswoldmz@nsw.gov.au,FZhPHKdoITr,7,88.5,28,4,19
lwoodruffen0@google.com.au,ds5i2mvz,9,68.9,24,5,15
vfahrenbachern1@fc2.com,vKpOanNlvy,10,71.1,46,3,30
gspinettin2@ameblo.jp,mPxMrbH,4,93.1,24,2,22
ftoffolon3@redcross.org,9Qn8Vd9A3,1,95.9,30,4,14
lemmsn4@thetimes.co.uk,m4w6tTC78Pji,3,97.5,27,5,24
pkeddeyn5@comsenz.com,b98TwGzD,1,70,35,3,28
ahestropn6@tripod.com,EHsyuyUT1vmU,5,96,40,2,28
erobbeln7@chicagotribune.com,g0iQ27j7L,1,75.5,50,3,10
mclearyn8@diigo.com,WOHNsVk,11,74.6,42,4,26
bmanfordn9@weebly.com,Mf102J,9,91.1,26,6,26
jmaudsonna@examiner.com,qrWxdX8imZi,2,78.9,22,1,17
bedsallnb@reverbnation.com,rtM4ysQ5Z,10,76.9,39,7,11
jrichenc@abc.net.au,97UPX9ZxET,5,69,20,2,21
jborresnd@cbslocal.com,eVAW1AFtSpUA,10,84.8,48,6,27
bbethelne@jugem.jp,F3heC1i4v,4,79.4,39,3,10
fvannuchinf@facebook.com,q8KSnBIhoLS,3,99.9,43,3,23
sderleng@yandex.ru,OPU6rslOm5,9,86.7,31,6,14
fstelljesnh@ted.com,7zGWvk2cl,5,96.7,38,4,19
gdominiqueni@odnoklassniki.ru,nQ06MbG7,3,92.4,22,3,14
kgorinj@ucoz.ru,J114lpTdI,9,78.9,20,7,13
bmcquarrienk@clickbank.net,K23IerDJ,12,95.2,39,4,17
ssketchernl@flickr.com,Ix1WcrGV,6,74.5,20,1,23
ssprakesnm@buzzfeed.com,PD5vliNwH,10,94.8,38,4,12
ytenbynn@delicious.com,cmFaDIL,1,77.7,33,6,13
ehalburtonno@jimdo.com,wGsQPxmQvMF,8,75.8,28,4,18
ddanetnp@independent.co.uk,Gx5vRj,4,85.8,41,2,24
nscrammagenq@etsy.com,9g7PMirmFW,10,93.6,36,1,14
sgilhespynr@bbc.co.uk,rZRK9lnrp,6,76.7,25,7,19
lpolyens@chron.com,HdTQQO,3,76.7,26,7,11
mlongfellownt@wikia.com,6WE50xQFq,6,79,46,2,13
jpiotrkowskinu@bloomberg.com,PnzP9Ajr6MSe,7,96.7,44,4,10
sshawyernv@slate.com,jphjRi,10,77.3,28,7,15
sbernonnw@marriott.com,zou2neu,11,84.8,45,5,15
lstanmernx@toplist.cz,GUYT5OkYDMs,3,91.9,42,4,13
mdundredgeny@google.ru,ZtEqqkr,5,72.9,38,6,20
klivingstonenz@wsj.com,OJ74SP,11,98.2,36,4,12
jleithharveyo0@hubpages.com,UQOSP54Wf,7,87.1,29,2,11
tingilsono1@sphinn.com,NzbRjDkOf,11,71.3,27,3,20
hsterndaleo2@gnu.org,nJq27vUszMMg,7,74.3,23,3,10
jgamageo3@twitter.com,e3MzZUOg2T6,6,73.4,25,1,11
agrento4@dmoz.org,IjqulEzZFEV,5,95.4,22,7,14
ymaccafferkyo5@who.int,8Y3JKAylXvBA,5,76.7,44,4,23
aodoghertyo6@sbwire.com,na4ygpkb,4,85.1,22,2,10
cblackallero7@dedecms.com,mpPMQQ6HV,2,85.1,39,6,10
gbeszanto8@youtube.com,NavvvbNi,3,79.8,20,4,22
mdeclerco9@spotify.com,t7zsZT,10,97.8,26,2,15
pganniclifftoa@statcounter.com,UNTIw46vv,2,89,30,6,25
agrasserob@amazon.com,p3iVA3,3,93.2,34,5,16
cupshalloc@sakura.ne.jp,fZvR2jz1,12,79.6,24,3,25
emacellenod@constantcontact.com,GGSksAiqzc,1,98,37,4,12
splaydenoe@uiuc.edu,HPZBsi8f,7,77.4,36,2,17
ggosfordof@goo.gl,XXhKdo3RcN,3,98.1,50,1,23
talvaradoog@wp.com,jmt5ExHl9ZvX,5,74.6,31,7,16
sbanyardoh@amazon.co.uk,cajswesjG,8,87.7,35,4,27
umurtyoi@noaa.gov,Tcscn6jV,6,82.3,29,2,25
arickardssonoj@foxnews.com,Q3k5VBI,8,78,27,4,26
bsplevinsok@mozilla.com,UheLaNr,8,87.4,47,3,26
earnoutol@t-online.de,iHOJb6bQLhB,9,93.2,34,6,30
bpopplestonom@eventbrite.com,SXTGyd,2,77,26,4,23
abartaloton@livejournal.com,7KlkuY,8,80.6,24,5,10
ewonteroo@time.com,6O8BqQArTmO,10,92.4,25,4,13
dgouldthorpop@booking.com,PzB4cUZ,8,70.6,34,4,20
wwernhamoq@si.edu,cIAOLczRujP,1,75,49,6,23
mwillsheeor@columbia.edu,9jXLtWx7v,4,90.5,33,1,14
kgummoryos@cnn.com,8f0MR3Zb,2,91,29,2,29
fharoldot@bing.com,YMnC2dticYN,6,83,35,3,24
tducastelou@nymag.com,tPxa20epoXC7,4,98.2,20,5,14
cselesnickov@umn.edu,5e9yBrfYq,10,81.6,23,2,17
mhardistyow@theglobeandmail.com,uZLF82Mtq,11,89.6,21,3,17
cpancostox@gizmodo.com,jHAWHex,1,68.7,40,7,25
uheadeyoy@oakley.com,oQnc8QNho,7,72.2,21,1,30
adurnalloz@adobe.com,UBvPNX,1,84,49,4,14
tinchp0@smh.com.au,j8JTh1nS,10,98.5,25,2,19
jceccolip1@nymag.com,G320Tn9VURty,2,69,48,5,10
lpierceyp2@loc.gov,GZK2DX1cF,1,75,24,4,21
jbeckersp3@boston.com,EnnHAT7Af,8,93.3,43,4,23
jsantp4@usnews.com,zCpIW50mt90,2,78.9,47,4,23
eoffenerp5@bing.com,W7mlru,6,82.5,28,2,30
mastallp6@un.org,ChvKqD,8,85,30,3,29
bwickensp7@ucsd.edu,gdYFNFX,7,99.2,47,2,10
nsodoryp8@icq.com,4UsfiXfpji,7,73.1,22,6,17
ryellowleyp9@rediff.com,S8CcLnxAwM,4,89.5,28,3,23
openleypa@deliciousdays.com,C98gl6o8,3,89.2,37,6,18
wsheddanpb@google.com.au,pQTRuQUfR1,10,67.7,24,6,27
ppaddiepc@zimbio.com,WhA8qW,9,88.6,32,2,23
lharrissonpd@bbb.org,mk19krXiv3N,2,73.3,24,2,18
wjoseffpe@hud.gov,FsaMSJaJA,5,94.5,39,1,23
cfreedpf@tinypic.com,kfsblyhqVTBo,5,95.4,26,4,26
tmordeypg@paypal.com,CKSyRP,10,80.1,23,4,20
ewoffindenph@opera.com,A2LHxAYl4Z,5,89.2,47,4,15
bswannpi@patch.com,CVpcu5,9,93.8,32,5,13
aplacstonepj@tripadvisor.com,S3LSmf6apWv,5,70.6,49,6,19
prichardotpk@fotki.com,RvDfapve,6,68.1,42,1,24
crussilllpl@etsy.com,NKPHwB,7,95.1,26,6,22
pchappellepm@icio.us,i2tY1rrYXO,11,99.3,46,5,17
bbarnardpn@youku.com,0SIt3GV,3,92.6,37,7,10
tcolmanpo@omniture.com,K7QtJprdf2Hj,9,84.2,44,5,25
gmeasurespp@sakura.ne.jp,fCd8LltVT,11,75.8,37,3,23
bdalliwaterpq@usnews.com,KZmRLED3skw,7,92.8,47,3,23
skigelmanpr@sfgate.com,sEyuivK,6,97.8,25,7,26
sshemminps@example.com,UTAyivMV9U,5,78.2,25,7,18
dhawneypt@ning.com,JtpTvHWkyl,11,96.6,31,7,15
ksellwoodpu@hao123.com,MYzpbOTkBRz,6,87.7,26,6,15
bwennpv@uiuc.edu,a46w2OcPkZ,12,91.1,40,2,19
gtimsonpw@cam.ac.uk,hkMAVmsqiZ2,5,87.2,42,4,18
cmuttonpx@imageshack.us,MtVmanV43x,1,81.3,32,1,23
rcolganpy@sitemeter.com,MwuubPvXVb,6,78.9,26,3,25
bsnashallpz@umn.edu,4HYJHscUIWah,1,76.3,40,6,24
fcallesq0@tinyurl.com,PH3391VM,4,74.3,24,6,24
scransonq1@sciencedirect.com,tnOHpjkFX,7,70.1,28,5,30
tnormavilleq2@imageshack.us,xqaX5RC,9,73.8,28,1,22
skilfetherq3@exblog.jp,SBlEBD,1,68.5,21,4,24
challowayq4@gizmodo.com,5FtHLMY5mn,9,93.5,46,5,11
qfurmingerq5@e-recht24.de,pToXM1cR,4,72.2,33,7,15
smilthorpeq6@mozilla.com,CbNoW7P,4,86.8,26,6,14
dmeadusq7@goodreads.com,88fyvm,8,94.8,22,6,13
mdowseyq8@narod.ru,C29mr24,12,85.9,21,6,22
dcrebottq9@spotify.com,Lc0haDJP32,12,83.5,31,5,26
rstowersqa@twitpic.com,9RKUIZHQ,1,71.4,20,6,20
cmulfordqb@tinyurl.com,7C6Gth8,8,91.4,49,6,26
hsibbaldqc@rambler.ru,SYvCuxUo6LM1,11,68.7,30,7,29
saishfordqd@unblog.fr,BPhfVxOY,7,73.6,47,6,10
cninnottiqe@vkontakte.ru,PJaxhnPac,11,67.4,45,3,26
kembureyqf@clickbank.net,CFUp0JWwWb,4,88.6,45,2,25
bswiffinqg@ask.com,pwgBHmR0I,11,94.1,29,3,11
amacskeaganqh@xrea.com,qdqk72V,10,89.7,30,2,27
psimonelliqi@eepurl.com,1P8pofV9KAo,9,80.8,40,7,11
yborleaseqj@linkedin.com,qrMtS364,2,88.4,31,6,22
kgreestqk@apple.com,UPA29ykfFZ,9,94.4,35,2,21
bwinterql@jalbum.net,9yxl8rlWvUK,6,82.2,47,5,30
vpoletqm@house.gov,D0sqc3BWR9,11,93.5,39,1,15
whallettqn@nasa.gov,VSpKeNIpdKHE,12,76,23,3,14
rpriumqo@economist.com,eka3IYXMPy,4,82,47,1,23
mmeaderqp@gravatar.com,FMK3Eecz9OfP,9,91.8,30,7,22
iridelqq@ustream.tv,bkKJnI3ebOdV,2,93,31,2,29
ibigriggqr@themeforest.net,kkTAGquZWEPH,2,73.8,47,3,30
psidlowqs@statcounter.com,MWphp3ot,2,82.6,36,3,16
crushmereqt@nps.gov,vDUWZf1cu3,8,70.2,28,4,23
tkirwoodqu@about.me,xAxsII,8,91.6,49,3,11
arushmanqv@ted.com,KqiUbflv,9,88.4,49,4,14
fhedditchqw@scribd.com,E1rHiTvOePCg,7,77.1,38,2,18
scliburnqx@smugmug.com,Zme4Ku,8,68.8,21,7,23
lvalderqy@moonfruit.com,W16dMl5VvoS,3,84.5,50,2,23
cwildtqz@hugedomains.com,si3U99kCFHr,1,72.4,30,2,20
npenningr0@delicious.com,RzXz8Vzd,1,76.9,31,6,25
dsawellr1@angelfire.com,XIDfqQt,8,81.7,24,1,21
rcheckleyr2@goo.gl,OAlpxtbnW,5,74.7,22,7,18
cangeaur3@amazonaws.com,nwmteVmE,10,80.1,43,2,15
lmcduffr4@youku.com,XxxyAv,2,92.9,49,3,24
isancroftr5@posterous.com,tJOZFr3m,6,92.2,35,5,25
mbreckellr6@oaic.gov.au,9cPXYXUVT4gZ,7,90.2,35,2,29
jdrissellr7@amazon.de,C6M0AfgVpRrZ,10,70.6,41,5,25
jnewsteadr8@springer.com,rD7BUTWmwFh2,5,67.9,33,4,15
hmolyneuxr9@newsvine.com,6UIlN10bF,7,96.5,38,5,15
kcutchiera@nba.com,8ucdhWwhNo,7,75.2,23,6,12
ebagniukrb@shareasale.com,CMvJ7Z,4,80.6,22,2,30
lunderhillrc@moonfruit.com,A8bkewkahT,11,76.2,36,7,14
aseadonrd@bloomberg.com,FcbDwz3UdM8,7,87,35,7,17
lmayorre@thetimes.co.uk,YMGmrBvjcb8R,4,84.6,29,3,13
dwyburnrf@spotify.com,zjsAVCvslU,12,67.5,20,5,28
egladhillrg@intel.com,qiH9xOFv3,6,71.1,42,4,25
csegerrh@amazon.co.jp,H3OGI4vhNPa,8,77,43,1,21
cwhitebreadri@homestead.com,c0s9PRC,5,71.3,24,1,27
jloxdalerj@seattletimes.com,13MocF,8,81,27,1,13
rwybrewrk@bluehost.com,JDiXQw7CQej,1,78.8,50,5,10
clinhamrl@typepad.com,JWX4dtVN4gdZ,1,86.9,24,2,21
nshawrm@cocolog-nifty.com,0d5OXLmnBMdr,2,83.5,47,2,21
jquaifern@techcrunch.com,jDz8abPOG9,6,94.8,21,2,22
mlodewickro@buzzfeed.com,j3DO8ERj2Lt,10,78.9,38,7,27
jchilderp@hubpages.com,4qZaVjqT,5,80.3,31,7,13
mbergrq@weebly.com,HrjPYcYSUU,1,99.1,37,5,13
kcamossorr@harvard.edu,2GqLg0gOWrPk,7,69.4,41,6,11
